,prim_ind_text,prim_ind_topic_id,prim_ind_probability,types_res_text,types_res_topic_id,types_res_probability,future_res_text,future_res_topic_id,future_res_probability,research_educ_text,research_educ_topic_id,research_educ_probability,how_pick_events_text,how_pick_events_topic_id,how_pick_events_probability,events_attend_recent_text,events_attend_recent_topic_id,events_attend_recent_probability,ideal_topics_text,ideal_topics_topic_id,ideal_topics_probability,ideal_attendees_text,ideal_attendees_topic_id,ideal_attendees_probability,recommendations_text,recommendations_topic_id,recommendations_probability,big_answer,persona_id,polarity,subjectivity
429,Software,software,0.5624247277608939,"Usability trading, user interviews, surveys",ngram,0.44827074277225504,"Diary studies, on site visits",card sort,0.4711477175266054,Majored in humans factors engineering. Run on campus usability lab.,degree majors,0.6712225713759767,"Topics covered, speakers involved, workshop topics",misc,0.9162876644826639,"Big deal design, local DFW meetups","service design, australia",0.8278920008310243,"Operations, strategy level of promoting research and research activities",case_study,0.478566930270836,Actual practitioners teaching their methods,"sam ladner, erika hall",0.8039469328039601,"Keep it intimate, better to have small groups that strongly bond than large groups that only get cursory acquainted. ","field, survery",0.9103954324188873,"Yes, I was taught how to conduct researchMajored in humans factors engineering. Run on campus usability lab.Topics covered, speakers involved, workshop topicsWorkshop. Hands on learning is the bestBig deal design, local DFW meetupsRetreat/workshop: < 50 attendeesSingle-track: All attendees experience the same content at the same timen/aOperations, strategy level of promoting research and research activitiesActual practitioners teaching their methodsKeep it intimate, better to have small groups that strongly bond than large groups that only get cursory acquainted. ",3,0.15976190476190474,0.4511904761904762
430,DevOps SaaS,commerce/consulting,0.5623648761413057,"We are starting a practice now so testing out lots of tools and observing how designers are doing research. We will be doing unmoderated, task based analysis as well as qualitative interviews. ",market,0.9452842566990677,"In addition to unmoderated usability testing and qualitative interviews, we hope to do problem framing workshops/activities.",market research,0.9123280595494259,,"masters, bachelors",0.16666666666666669,"At this point in my life, I am looking for minimal travel, so it is intriguing if it is in the NYC/DC area.",pay,0.8802400232741538,Local meetups. Haven't been ready to commit to travel to conferences due to having a small child. He's a little bigger now :),local_meetups,0.904295185317208,"Starting a research program (I'm now starting a research practice for the second time), choosing the right/best tools and workflow, scaling a team, building bridges across teams/silos, bringing the human element into what we do, how research is really about PEOPLE, collecting data so that it is accessible to all (repository/library), knowing your bias, increasing diversity in the practice... etc etc",quant/qual/data,0.9718363738582169,"I would like to hear from more mature and established research teams, but also from people who are just getting research practices started. People who are out in the field, people who rely mostly on remote research. Consumer products, enterprise tools, nonprofits. Variety! Methods! Diversity! :)
","industry, team, product",0.9764929822377719,"Please have a conference about research!!! Design is so much more widely accepted and gaining traction, and research teams are coming up right behind them (in my universe, not everywhere). Would love to learn about best practices, methods, how to make an impact. I would love the opportunity to build more solid relationships with the interesting people I have encountered in places like Twitter and Slack. Have it in NYC, that is your stomping ground! Try it as a 1 day event and see how it goes. If it's awesome, make it longer + workshops. I'd love a day in NYC to hear a bunch of talks. I would also love to see how I could be paired or teamed up with people who have a similar level of experience/challenges so we could cohort together and share how we work and help each other advance. Looking forward to hearing more about your findings and how this might manifest into an event!","group, career, city",0.9842775615591877,"No, I was not taught how to conduct researchn/aAt this point in my life, I am looking for minimal travel, so it is intriguing if it is in the NYC/DC area.Hard to remember, but it's usually a combination of amazing venue, right amount of attendees, good networking opportunities (longer breaks), good food options, good social options. It's also an opportunity to see internet friends. I've attended events like IxDa, IA Summit, Confab, An Event Apart, UIE, SXSW. IxDA and Confab had nice details from what I remember: schwag, venue/location (Savannah and NOLA, respectively) plus good branding and social variety.Local meetups. Haven't been ready to commit to travel to conferences due to having a small child. He's a little bigger now :)Retreat/workshop: < 50 attendeesSingle-track: All attendees experience the same content at the same timeI hadn't even thought of retreat until you mentioned it here, but I have done plenty of those for other more personal-to-me things (yoga, coaching, etc). I love the idea of a more intimate gathering where real relationships are fostered and where I can ask questions and talk about the struggles I'm facing and the cool things I have learned along the way.Starting a research program (I'm now starting a research practice for the second time), choosing the right/best tools and workflow, scaling a team, building bridges across teams/silos, bringing the human element into what we do, how research is really about PEOPLE, collecting data so that it is accessible to all (repository/library), knowing your bias, increasing diversity in the practice... etc etcI would like to hear from more mature and established research teams, but also from people who are just getting research practices started. People who are out in the field, people who rely mostly on remote research. Consumer products, enterprise tools, nonprofits. Variety! Methods! Diversity! :)
Please have a conference about research!!! Design is so much more widely accepted and gaining traction, and research teams are coming up right behind them (in my universe, not everywhere). Would love to learn about best practices, methods, how to make an impact. I would love the opportunity to build more solid relationships with the interesting people I have encountered in places like Twitter and Slack. Have it in NYC, that is your stomping ground! Try it as a 1 day event and see how it goes. If it's awesome, make it longer + workshops. I'd love a day in NYC to hear a bunch of talks. I would also love to see how I could be paired or teamed up with people who have a similar level of experience/challenges so we could cohort together and share how we work and help each other advance. Looking forward to hearing more about your findings and how this might manifest into an event!",3,0.27229896675651394,0.4557502246181492
431,Edtech,healthcare,0.5624999484429262,"Customer Interviews, Remote Moderated Usability Testing, Moderated Beta & Pilot Programs, Customer Feedback from Customer Support, Surveys (occasionally), Heuristic Analyses.",qual/quant,0.9698093830086371,"Unmoderated usability testing, vontextual inquiry",market research,0.8905513182239844,"Human Factors International Certification: Certified Usability Analyst, Certified User Experience Analyst","class, running study",0.9302254051888277,"Our organization frowns upon international travel for conferences, so I'm limited to the continental United States and Canada. 
Both UX/Research conferences I've attended I've been prepared to pay for myself, it was that worthwhile to me as a professional development expense. 
I attend meet ups in my nearest city at least once a month, it's about 90 minutes of travel each way to attend after hours events. 
There aren't many weekend/full day events offered in my city, but if there were I would attend regularly.","price, location",0.9799690277422634,Strive Conference 2019,"urca, uxpa",0.6601212918538358,"I REALLY enjoyed Vivianne Castillo's talk about self-neglect and ethics in research she gave at Strive 2019. Holy cow!
Fundamentals, advanced techniques, and addressing the difference between in-house research teams, freelance/consultant research, and the growing awareness that B2B and B2C research is in fact different (sorry, not sorry).","new_method, mixed_method",0.9549613161698979,"I appreciate a mix of levels - practitioners, students and most importantly leaders - managers, directors and above. I understand it's difficult to get senior members of the community together, but seeing them, getting to know them and having something to look up to is vital in our industry.
","industry, team, product",0.9647706607270494,"I've noticed there's a trend for Social Psychologists in an academic field, UX Designers wanting more of an impact into the research process, and even Product Managers being tasked with research (within a product context). Something that would attract all of audiences, not just those already with a UX Design background.

I would actually appreciate vendors that gave demos of the tools. As a practitioner sometimes our view is either limited, or if we engage with a sales person we never hear the end of it. It's almost a low pressure way to get access to the same content.

I recently attended a conference where there were no organized after conference activities and it was the worst. I was quite disappointed.

I would prefer a shorter conference (2-3 days rather than a full week), and the option to mix and match sessions. Sometimes the full track suffers from weaker content and I can see my $ being wasted away. 

","good, know",0.9857056562407188,"Yes, I was taught how to conduct researchHuman Factors International Certification: Certified Usability Analyst, Certified User Experience AnalystOur organization frowns upon international travel for conferences, so I'm limited to the continental United States and Canada. 
Both UX/Research conferences I've attended I've been prepared to pay for myself, it was that worthwhile to me as a professional development expense. 
I attend meet ups in my nearest city at least once a month, it's about 90 minutes of travel each way to attend after hours events. 
There aren't many weekend/full day events offered in my city, but if there were I would attend regularly.Honestly it's a split between the HFI cert courses (company procured and sponsored), which offered personalized training for a group between 10-15 colleagues, and the workshops offered at the IA Summit in 2017. Again, personalized intensive training in a 4-8 hour format. Strive Conference 2019Retreat/workshop: < 50 attendeesMulti-track: Every attendee chooses their own path with multiple options available for most time-slotsSlack group ahead of time, definitely didn't take full advantage of it leading up to the event but realizing in hindsight it was a missed opportunity.
Also, I still immensely appreciate the resume feedback session they held at the IA Summit. I REALLY enjoyed Vivianne Castillo's talk about self-neglect and ethics in research she gave at Strive 2019. Holy cow!
Fundamentals, advanced techniques, and addressing the difference between in-house research teams, freelance/consultant research, and the growing awareness that B2B and B2C research is in fact different (sorry, not sorry).I appreciate a mix of levels - practitioners, students and most importantly leaders - managers, directors and above. I understand it's difficult to get senior members of the community together, but seeing them, getting to know them and having something to look up to is vital in our industry.
I've noticed there's a trend for Social Psychologists in an academic field, UX Designers wanting more of an impact into the research process, and even Product Managers being tasked with research (within a product context). Something that would attract all of audiences, not just those already with a UX Design background.

I would actually appreciate vendors that gave demos of the tools. As a practitioner sometimes our view is either limited, or if we engage with a sales person we never hear the end of it. It's almost a low pressure way to get access to the same content.

I recently attended a conference where there were no organized after conference activities and it was the worst. I was quite disappointed.

I would prefer a shorter conference (2-3 days rather than a full week), and the option to mix and match sessions. Sometimes the full track suffers from weaker content and I can see my $ being wasted away. 

",4,0.0506265664160401,0.43931704260651633
432,Banking,software,0.5624999722125859,"Qualitatice Research: design thinking sessions, shadiwing, interviews, expert reviews, UX testing...etc",misc,0.9124342778729584,Go deeper into Service Design an some quantitatice research,focus group,0.8539638769494303,,"masters, bachelors",0.16666666666666669,I go only if I have a specific need or interest and depending on the date and time,pay,0.8603655233454642,,"london, user_research",0.14285714285714288,,case_study,0.25,Research experts and good research organizations,"sam ladner, erika hall",0.9003840071368444,Give added value (extra material no access digitally),"event, opportunity",0.8385038009738697,"No, I was not taught how to conduct researchn/aI go only if I have a specific need or interest and depending on the date and timeMany times people come to talk about their book and events content lack practical applicationsn/aRetreat/workshop: < 50 attendeesMulti-track: Every attendee chooses their own path with multiple options available for most time-slotsn/an/aResearch experts and good research organizationsGive added value (extra material no access digitally)",4,0.24444444444444446,0.4138888888888889
433,Consumer Electronics,government,0.7812499741018579,,focus group,0.125,,"evaluative, quantitative, qualitative",0.125,Masters and PhD in Computer Science focusing on Human-Computer Interaction,"masters, bachelors",0.9164456516836638,,pay,0.16666666666666669,,"london, user_research",0.14285714285714288,,case_study,0.25,,"industry, team, product",0.25,,"speaker, industry",0.2,"Yes, I was taught how to conduct researchMasters and PhD in Computer Science focusing on Human-Computer Interactionn/an/an/aRetreat/workshop: < 50 attendeesMulti-track: Every attendee chooses their own path with multiple options available for most time-slotsn/an/an/an/a",3,0.375,0.475
434,"Architecture, Engineering, & Construction (AEC) industries, Manufacturing, Design, Media & Entertainment industries",education,0.8295103900763006,"Mostly qualitative, but more & more quantititive and analytics. We use a wide variety of methods. ",ngram,0.9270308559876966,We are trying to build more muscles around A/B testing and analytics.,market research,0.874900214885467,,"masters, bachelors",0.16666666666666669,"If the topic is of interest to me I consider it. If the event is local I will try to take advantage of that to attend even if on my own dime. If travel is involved I make a request to my manager as early as possible, and specifically if the event is in San Francisco where most of my team is located I try to make it coincide with when I'm visiting my team.",pay,0.9663103398144526,"CHI, UXPA & NNG events","toronto, strive",0.8567664633764319,"Statistics (the good, the bad, and the ugly); creative approaches in research; recognizing and overcoming bias; remote techniques for longitudinal studies; researcher as ""storyteller"", bot versus human interactions; and really there are no shortage of interesting topics! ",ops/ai,0.842156919352627,"Genevieve Bell, Nir Eyal, Indi Young, Shantell Martin, behavioral psychologists, anybody who observes and writes about being human, etc.","sam ladner, erika hall",0.9409872677053022,"Think outside the typical conference box. Allow for more discussion and deep dives on actual research studies. As a participant I want to engage and create take-aways and artifacts that I can share with colleagues when I get back to work. I don't mind getting homework to complete. I want to network through structured activities. I want to stay connected to fellow participants over time and continue discussions until the next ""conference"". ","event, opportunity",0.9780247521631178,"No, I was not taught how to conduct researchn/aIf the topic is of interest to me I consider it. If the event is local I will try to take advantage of that to attend even if on my own dime. If travel is involved I make a request to my manager as early as possible, and specifically if the event is in San Francisco where most of my team is located I try to make it coincide with when I'm visiting my team.I enjoyed the UXPA conference because there were so many interesting topics to choose from and many friendly people to talk to. I also enjoyed the Nielsen Norman Group training because I learned so much from experienced instructors. They also provided a ton of materials to reference afterward.CHI, UXPA & NNG eventsRetreat/workshop: < 50 attendeesSingle-track: All attendees experience the same content at the same timeI think that networking is important but often unsuccessful because people have different levels of skill and/or comfort for it. I would love to see networking sessions that are facilitated/guided and use alternative approaches (role play, games, ""speed dating"", drawing, etc.) for bringing people together around relevant topics.Statistics (the good, the bad, and the ugly); creative approaches in research; recognizing and overcoming bias; remote techniques for longitudinal studies; researcher as ""storyteller"", bot versus human interactions; and really there are no shortage of interesting topics! Genevieve Bell, Nir Eyal, Indi Young, Shantell Martin, behavioral psychologists, anybody who observes and writes about being human, etc.Think outside the typical conference box. Allow for more discussion and deep dives on actual research studies. As a participant I want to engage and create take-aways and artifacts that I can share with colleagues when I get back to work. I don't mind getting homework to complete. I want to network through structured activities. I want to stay connected to fellow participants over time and continue discussions until the next ""conference"". ",4,0.2009009009009009,0.4693693693693693
435,cloud infrastructure,commerce/consulting,0.7811951811030227,"Qual, quant, etc. ",focus group,0.7811444974712447,"longitudinal, usability benchmarking, telemetry",journey mapping,0.8248742008823011,"Occasional UX-related classes, but mostly self-taught, on the job. Reading, freelancing and experimenting with methods, having coffee with people doing other types of research. My experience has been in creating Research platforms / capabilities in startups or companies where no prior User Research exists. ","class, running study",0.9600489772180716,"Depends on the type of event, cost, etc. ","subject, feel, theme",0.8801962533752946,"field research, research platforms, engagement analytics, etc.","urca, uxpa",0.8773693657226528,,case_study,0.25,,"industry, team, product",0.25,"Ah, so that's what this is about! Advice: Send me a 1-pager to show my Boss about why I and my team should leave my current work projects to attend. 
","field, survery",0.9090966568840556,"Yes, I was taught how to conduct researchOccasional UX-related classes, but mostly self-taught, on the job. Reading, freelancing and experimenting with methods, having coffee with people doing other types of research. My experience has been in creating Research platforms / capabilities in startups or companies where no prior User Research exists. Depends on the type of event, cost, etc. n/afield research, research platforms, engagement analytics, etc.Small conference: < 300 attendeesMulti-track: Every attendee chooses their own path with multiple options available for most time-slotsn/an/an/aAh, so that's what this is about! Advice: Send me a 1-pager to show my Boss about why I and my team should leave my current work projects to attend. 
",3,0.25,0.396875
436,Design consultancy,tech,0.5313573501558573,Mostly primary qualitative research,market,0.854067924373078,Qualitative and quantitative,"moderate, unmoderate",0.7810946913768522,MSc in anthropology,"masters, bachelors",0.7211171506017572,"It depends, but I pick the ones that seem more relevant to keep me updated on the knowledge and conversations people are having around my areas of expertise",pay,0.9238481748207219,,"london, user_research",0.14285714285714288,"Doing research ""on real life"", not purely academic. ",quant/qual/data,0.9042972320289,,"industry, team, product",0.25,Consider different levels of expertise. Think of the conference experience you want to provide.,"group, career, city",0.9263390155697335,"Imputed YesMSc in anthropologyIt depends, but I pick the ones that seem more relevant to keep me updated on the knowledge and conversations people are having around my areas of expertiseUX London. A nice balance between talks and workshops (good variety of workshops).n/aSmall conference: < 300 attendeesSingle-track: All attendees experience the same content at the same timeNoDoing research ""on real life"", not purely academic. n/aConsider different levels of expertise. Think of the conference experience you want to provide.",3,0.2666666666666667,0.461111111111111
437,Saas workproducts,commerce/consulting,0.5623648761413057,,focus group,0.125,,"evaluative, quantitative, qualitative",0.125,,"masters, bachelors",0.16666666666666669,,pay,0.16666666666666669,,"london, user_research",0.14285714285714288,,case_study,0.25,,"industry, team, product",0.25,,"speaker, industry",0.2,"Yes, I was taught how to conduct researchn/an/an/an/aSmall conference: < 300 attendeesMulti-track: Every attendee chooses their own path with multiple options available for most time-slotsn/an/an/an/a",3,0.375,0.475
438,logistics,government,0.5624998627989527,"Qualitative research mostly, both generative and evaluative. This includes field visits, walkthroughs (in-person and remote), prototype testing, and pilots and beta testing programs. We are early/minimal on in incorporating survey data and analytics data into our work but that's my goal!",ngram,0.8204154429826894,"We want to incorporate more points of data, and also analogous research (in similar but different industries).",market research,0.890521051582645,My degree included some coursework in research studies.,degree majors,0.9062037479156302,"Cost, timing, travel are all important. I try to gather information from the community about their experience with that event historically, and I look up speakers and panelists to understand their experience. I have a cap for how much I'm willing to pay out of pocket, and if I have corporate sponsorship, I may be more free with selecting the event-- however that is still limited to one event per year usually.","subject, feel, theme",0.9744983130699385,UXR Collective's Strive Conference in Toronto,"urca, uxpa",0.9142554911026434,,case_study,0.25,,"industry, team, product",0.25,"More content, less fluff!","field, survery",0.7967894858021943,"No, I was not taught how to conduct researchMy degree included some coursework in research studies.Cost, timing, travel are all important. I try to gather information from the community about their experience with that event historically, and I look up speakers and panelists to understand their experience. I have a cap for how much I'm willing to pay out of pocket, and if I have corporate sponsorship, I may be more free with selecting the event-- however that is still limited to one event per year usually.I went to EPIC last year and had a really great experience! I loved the content above anything else. It hit my checkboxes for 1) learning from others' real experiences, with real examples and facepalms and learnings, and 2) and was intellectually challenging, in pushing me to think beyond my level of work and to question my overall philosophy on research. Secondarily, none of the networking events felt forced. The hiring events hosted by the big three were kind of annoying, but the others ones hosted by the EPIC committee were fun, laidback, and malleable for us tired and introverted folks.UXR Collective's Strive Conference in TorontoSmall conference: < 300 attendeesMulti-track: Every attendee chooses their own path with multiple options available for most time-slotsn/an/an/aMore content, less fluff!",3,0.1528968253968254,0.42920634920634915
439,variety pack,misc,0.125,concept testing through working product evaluation; as a consultant I get called in at a variety of stages of product development.,market,0.9326184076894101,"field methods, usability testing, interactive games, etc.",market research,0.8749161054533094,"Linguistics - all three degrees - (and I did start a response which got eaten, so this may sound repetitive).
Field methods, experimental design, literature review, ...
In grad school I participated in the implementation of the monthly visits to observe children learning language - true longitudinal research (over 2-3 years time). ","experimental, psychology",0.7089990771849052,"I typically support my own conference participation, so cost of registration and travel is definitely a factor. 

I attend local meetups/chapter meetings frequently (2-3x/mo) and vary my attendance to mix with different specialties.","value, reputation",0.6647064826511866,"EPIC 2018, CHI, AAA (Anthro, not the car ass'n); Linguistics Society of America.",ia summit,0.9046481613590069,,case_study,0.25,,"industry, team, product",0.25,"Research is a large topic.
I understand the DesignOps and ResearchOps focus. 
I'm not sure ""just"" Research makes sense.

","field, survery",0.9095343911086603,"Yes, I was taught how to conduct researchLinguistics - all three degrees - (and I did start a response which got eaten, so this may sound repetitive).
Field methods, experimental design, literature review, ...
In grad school I participated in the implementation of the monthly visits to observe children learning language - true longitudinal research (over 2-3 years time). I typically support my own conference participation, so cost of registration and travel is definitely a factor. 

I attend local meetups/chapter meetings frequently (2-3x/mo) and vary my attendance to mix with different specialties.I like 100-300 person meetings best, as I feel I get to know the people there more, and less FOMOEPIC 2018, CHI, AAA (Anthro, not the car ass'n); Linguistics Society of America.Small conference: < 300 attendeesSingle-track: All attendees experience the same content at the same timeComment on the above: I am not confident that I would rank these the same way twice.n/an/aResearch is a large topic.
I understand the DesignOps and ResearchOps focus. 
I'm not sure ""just"" Research makes sense.

",3,0.06575963718820861,0.4282123960695389
440,Real Estate Tech,education,0.5892085721561007,"Moderated and unmoderated interviews, usability, card sorting, surveys, field visits, cognitive walkthrough, etc.",misc,0.9484313082064953,"A/B testing, eye tracking,  other Quant methods",inquiry,0.9270309008759423,Graduated with a degree in psych and worked in a few neuroscience labs before transitioning into UX research. Since then I've read books and completed classes online.,degree majors,0.9601061938981644,A topic or skill I care about and that content is not necessarily available elsewhere. Anything relatively close to NYC I will try to attend if my company will cover it.,pay,0.9534140636985455,Mostly local meetups,local_meetups,0.7855271902531671,"Conducting ethnography studies (at least mini 1 or 2 day in the field work)

How to be more quant focused with a small number of customers (less than 5,000)",quant/qual/data,0.6282289067866371,,"industry, team, product",0.25,Try to add value to folks that have varying degrees of experience and cover content that not easily accessible anywhere else.,"event, opportunity",0.9376079214650515,"Yes, I was taught how to conduct researchGraduated with a degree in psych and worked in a few neuroscience labs before transitioning into UX research. Since then I've read books and completed classes online.A topic or skill I care about and that content is not necessarily available elsewhere. Anything relatively close to NYC I will try to attend if my company will cover it.Anything where I can learn a new skill or vocabulary to better discuss the work I do. Relationships that last after the event is over.Mostly local meetupsSmall conference: < 300 attendeesMulti-track: Every attendee chooses their own path with multiple options available for most time-slotsn/aConducting ethnography studies (at least mini 1 or 2 day in the field work)

How to be more quant focused with a small number of customers (less than 5,000)n/aTry to add value to folks that have varying degrees of experience and cover content that not easily accessible anywhere else.",3,0.0832623106060606,0.32267992424242425
441,Government,government,0.5624999933122086,"Driven by Qual - nice for a change. Perhaps too many contextual studies, ethnography, and user testing.",ngram,0.8165125916607704,Data data data. Once services are up and running we have something to monitor,market research,0.8540797419759477,,"masters, bachelors",0.16666666666666669,On a whim. I don't enjoy events they are mainly sales shows in disguise,"value, reputation",0.7150884101002339,User research london,"service design, australia",0.877505238489591,"Failure
Safeguarding
Analysis
Whether you can really do fortnightly research",ops/ai,0.8046369151919525,I really don't care. We are workers not rockstars. Let's not make the mistake design conferences have in the last decade,"industry, team, product",0.9185901455940094,"Let me speak.
Don't focus it on people who've written books
Keep it small
Make it a series","speaker, industry",0.9186445790311679,"Yes, I was taught how to conduct researchn/aOn a whim. I don't enjoy events they are mainly sales shows in disguiseDCondtruct 2012. James Burke closed out the event talking about nano factories and my mind meltedUser research londonSmall conference: < 300 attendeesUnconference: Attendees bring the content and the schedule emerges from who wants to presentn/aFailure
Safeguarding
Analysis
Whether you can really do fortnightly researchI really don't care. We are workers not rockstars. Let's not make the mistake design conferences have in the last decadeLet me speak.
Don't focus it on people who've written books
Keep it small
Make it a series",3,0.10208333333333333,0.2375
442,Fintech,education,0.5624999908889767,I'd like to think we use many types. The user research we do spans both generative and evaluative types. We also do product research like Kano surveys and product-market-fit surveys. This is in addition to the data analysis team.,testing,0.9582831918908843,"As we grow the number of users, we'd like to do more in-field research as well as bringing users onsite. Right now most of our research is remote. ","moderate, unmoderate",0.9269759237048546,I have an undergraduate degree in sociology and cultural anthropology so I learned quantitative research methods and ethnography in undergrad. I also have an MBA so I have secondary research education and statistical analysis.,"experimental, psychology",0.9665302803036804,Does it look interesting? Could I learn something or meet people? Is the timing right? Is it somewhere I'd like to go?,misc,0.93032216351804,"EPIC conference in Honolulu, People Nerds conference in SF.",ia summit,0.9339226756876637,"Research Ops
Case studies of research that led to impact
Future of research
Deepening methodology","new_method, mixed_method",0.5671757085147955,"Researchers in startups
Researchers in Fintech
Researchers who have scaled their function
Thought leaders in user research (e.g. Jared Spool, Steve Portigal, Indi Young, etc.)","sam ladner, erika hall",0.7141155084888655,Don't underestimate the importance of having smooth and high functioning A/V tech ... this seems to get overlooked at a lot of conferences and it can be super disruptive if it fails.,"speaker, industry",0.8840263979211009,"Yes, I was taught how to conduct researchI have an undergraduate degree in sociology and cultural anthropology so I learned quantitative research methods and ethnography in undergrad. I also have an MBA so I have secondary research education and statistical analysis.Does it look interesting? Could I learn something or meet people? Is the timing right? Is it somewhere I'd like to go?I attended an onsite workshop on cultural competence that was pretty darn good. It was well-facilitated, it was efficient, it supported diverse learning styles, it was interactive and it was profound. EPIC conference in Honolulu, People Nerds conference in SF.Small conference: < 300 attendeesMulti-track: Every attendee chooses their own path with multiple options available for most time-slotsPanels are great, too. Research Ops
Case studies of research that led to impact
Future of research
Deepening methodologyResearchers in startups
Researchers in Fintech
Researchers who have scaled their function
Thought leaders in user research (e.g. Jared Spool, Steve Portigal, Indi Young, etc.)Don't underestimate the importance of having smooth and high functioning A/V tech ... this seems to get overlooked at a lot of conferences and it can be super disruptive if it fails.",4,0.23061904761904758,0.48586904761904764
443,Internet software,healthcare,0.37498774634184223,"Surveys, live/remote/in-home interviews, diary studies, usability testing, eyetracking, ",validation,0.4711261314200754,"Surveys, live/remote/in-home interviews, diary studies, usability testing, eyetracking",journey mapping,0.3556278447739378,Qualitative research class in grad school (2 yr professional IT degree),"online, non-degree",0.9355035707332338,"Reputation of conference, conference content, date/location of conference.","value, reputation",0.9071626524151436,UXPA,ia summit,0.5709385684785733,"The perennial topics: how to use limited research resources, how to report on the research, how to have more influence, new tools",ops/ai,0.9136195471627886,Christina Wodtke FTW!!!!,"sam ladner, erika hall",0.6248281959785955,"It depends on the focus. Methods are interesting, but the staging of research into organizations is always the key issue on the minds of anyone who wants to be effective","speaker, industry",0.9186725596411962,"Yes, I was taught how to conduct researchQualitative research class in grad school (2 yr professional IT degree)Reputation of conference, conference content, date/location of conference.1st Rosenfeld Enterprise UX conference-- how fantastic was that????UXPASmall conference: < 300 attendeesMulti-track: Every attendee chooses their own path with multiple options available for most time-slotsn/aThe perennial topics: how to use limited research resources, how to report on the research, how to have more influence, new toolsChristina Wodtke FTW!!!!It depends on the focus. Methods are interesting, but the staging of research into organizations is always the key issue on the minds of anyone who wants to be effective",3,0.2973026973026973,0.4921078921078921
444,Government,government,0.5624999933122086,"Both qual and quan - ranging from usability testing to small scale field studies, to surveys and remote research",market,0.6164325303290228,More benchmarking research,journey mapping,0.7081362358454919,"Bsc, Msc and PhD","masters, bachelors",0.8326812539480509,"Permission from my employer versus how much I would personally be willing to pay for it

Main consideration: I want to learn and be inspired","subject, feel, theme",0.9354015432828418,"User Research London, meetups","service design, australia",0.8927216358117762,More about creativity and different research methods,"new_method, mixed_method",0.8705482978518125,"Good mix of industries, not just the usual faces
Throw in some people from other domains, we need to learn more from wildly different are related domains - not stay in our bubble","experience, jared spool",0.9530107331767779,"Keep it affordable, inclusive, perhaps enable remote participation?","group, career, city",0.8380319440269073,"Yes, I was taught how to conduct researchBsc, Msc and PhDPermission from my employer versus how much I would personally be willing to pay for it

Main consideration: I want to learn and be inspiredI find academic conferences more groundbreaking than industry conferences. For examples: CHI or DISUser Research London, meetupsSmall conference: < 300 attendeesSingle-track: All attendees experience the same content at the same timen/aMore about creativity and different research methodsGood mix of industries, not just the usual faces
Throw in some people from other domains, we need to learn more from wildly different are related domains - not stay in our bubbleKeep it affordable, inclusive, perhaps enable remote participation?",4,0.08154761904761905,0.3541666666666667
445,Tech,commerce/consulting,0.5624449608030547,"Usability testing, concept testing, generative studies, behavioral data analysis, A/B testing",ngram,0.9484831278151581,"unmoderated user testing, eye tracking, whatever we need to answer the design questions at hand.",inquiry,0.9416117371985329,"Some design research classes were part of my Industrial Design curriculum at Ohio State University, and I decided to add some Psycology and Statistics courses as well.","experimental, psychology",0.9401667521550597,"Timing of event, cost(including travel & lodging if applicable), Topics covered, if coworkers are already planning to attend. Deal breakers will be if the conference does NOT have a code of conduct in place.","price, location",0.9633796186155574,,"london, user_research",0.14285714285714288,Accessibility research - including differently-abled people in your research.,"new_method, mixed_method",0.8447768092626583,"People with case studies (Rather than abstract talks). 

Ranges in background (i.e. data, psychology, design). ",indi young,0.9294677336408863,,"speaker, industry",0.2,"Yes, I was taught how to conduct researchSome design research classes were part of my Industrial Design curriculum at Ohio State University, and I decided to add some Psycology and Statistics courses as well.Timing of event, cost(including travel & lodging if applicable), Topics covered, if coworkers are already planning to attend. Deal breakers will be if the conference does NOT have a code of conduct in place.honestly it had more to do with fellow attendees and how open they were to asking questions and engaging rather than just listening.n/aSmall conference: < 300 attendeesMulti-track: Every attendee chooses their own path with multiple options available for most time-slotsn/aAccessibility research - including differently-abled people in your research.People with case studies (Rather than abstract talks). 

Ranges in background (i.e. data, psychology, design). n/a",4,0.34285714285714286,0.5142857142857143
446,Fintech,education,0.5624999908889767,,focus group,0.125,,"evaluative, quantitative, qualitative",0.125,,"masters, bachelors",0.16666666666666669,,pay,0.16666666666666669,,"london, user_research",0.14285714285714288,,case_study,0.25,,"industry, team, product",0.25,,"speaker, industry",0.2,"No, I was not taught how to conduct researchn/an/an/an/aSmall conference: < 300 attendeesMulti-track: Every attendee chooses their own path with multiple options available for most time-slotsn/an/an/an/a",4,0.375,0.475
